1158, 1474
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1089, 1630
0, 0
1086, 1638
1084, 1641
0, 0
1081, 1647
0, 0
1079, 1650
1072, 1650
1070, 1655
1067, 1657
1062, 1660
0, 0
1057, 1665
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1045, 1683
1043, 1685
1041, 1684
1040, 1688
1037, 1690
1034, 1692
1032, 1697
1030, 1700
0, 0
1023, 1704
1021, 1706
1020, 1699
1019, 1711
1016, 1713
1013, 1715
1011, 1717
1011, 1718
0, 0
1005, 1721
1003, 1723
998, 1728
997, 1724
996, 1726
994, 1726
990, 1728
990, 1734
988, 1734
984, 1735
981, 1736
979, 1738
980, 1740
975, 1741
974, 1743
972, 1743
970, 1745
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
949, 1759
947, 1761
0, 0
945, 1764
0, 0
937, 1767
933, 1768
935, 1768
933, 1770
932, 1770
929, 1772
0, 0
926, 1775
925, 1775
923, 1775
921, 1779
0, 0
915, 1780
918, 1783
916, 1782
912, 1783
908, 1784
910, 1786
908, 1787
905, 1789
899, 1785
898, 1789
892, 1789
891, 1789
889, 1789
888, 1791
887, 1792
883, 1793
882, 1795
881, 1794
878, 1794
879, 1795
873, 1797
871, 1798
870, 1798
867, 1796
865, 1799
867, 1800
0, 0
859, 1798
856, 1797
857, 1798
852, 1798
0, 0
847, 1798
847, 1798
844, 1797
0, 0
0, 0
840, 1801
842, 1800
837, 1800
835, 1800
831, 1801
827, 1800
0, 0
825, 1800
823, 1800
821, 1801
819, 1802
814, 1800
812, 1800
811, 1802
809, 1800
807, 1799
805, 1801
802, 1801
800, 1800
798, 1800
796, 1799
792, 1800
792, 1800
789, 1799
787, 1799
785, 1800
782, 1799
781, 1797
779, 1796
777, 1798
775, 1798
773, 1795
768, 1797
769, 1794
768, 1796
763, 1796
763, 1795
760, 1794
757, 1794
755, 1794
754, 1793
751, 1792
751, 1792
748, 1792
746, 1790
743, 1790
741, 1784
739, 1786
736, 1787
734, 1787
0, 0
0, 0
728, 1780
727, 1779
725, 1778
0, 0
0, 0
0, 0
713, 1774
714, 1773
0, 0
0, 0
0, 0
0, 0
704, 1768
697, 1766
0, 0
0, 0
691, 1764
695, 1763
687, 1761
0, 0
687, 1758
685, 1758
684, 1755
684, 1756
0, 0
678, 1754
675, 1752
675, 1749
673, 1747
670, 1746
667, 1743
665, 1742
662, 1740
661, 1740
658, 1739
656, 1736
655, 1735
655, 1733
653, 1731
651, 1730
653, 1725
0, 0
650, 1725
0, 0
0, 0
0, 0
0, 0
0, 0
645, 1715
646, 1713
646, 1712
646, 1710
647, 1707
649, 1705
648, 1705
649, 1700
650, 1698
651, 1697
651, 1697
654, 1696
655, 1693
654, 1690
656, 1689
657, 1687
656, 1684
656, 1681
655, 1679
658, 1678
657, 1677
658, 1674
661, 1673
662, 1672
662, 1670
662, 1668
664, 1665
663, 1664
665, 1661
667, 1659
667, 1657
666, 1656
668, 1653
668, 1651
670, 1649
0, 0
0, 0
672, 1641
673, 1640
673, 1637
673, 1633
675, 1630
675, 1627
675, 1625
677, 1623
677, 1621
679, 1619
678, 1616
677, 1613
678, 1610
0, 0
679, 1605
679, 1602
681, 1601
682, 1598
682, 1596
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
686, 1576
688, 1573
689, 1570
0, 0
0, 0
691, 1562
0, 0
692, 1557
0, 0
695, 1552
0, 0
695, 1545
0, 0
0, 0
0, 0
0, 0
699, 1530
700, 1528
0, 0
0, 0
0, 0
701, 1516
0, 0
704, 1510
0, 0
0, 0
0, 0
704, 1498
706, 1494
0, 0
703, 1488
0, 0
0, 0
0, 0
0, 0
0, 0
710, 1471
710, 1468
711, 1465
712, 1462
713, 1459
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
727, 1373
0, 0
729, 1366
729, 1363
727, 1360
728, 1356
729, 1352
729, 1351
730, 1353
730, 1354
731, 1357
731, 1360
733, 1361
734, 1361
0, 0
735, 1366
734, 1364
0, 0
0, 0
0, 0
737, 1371
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
741, 1379
0, 0
743, 1381
744, 1383
744, 1384
0, 0
745, 1387
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
