X,Y
838,1020
834,1024
832,1020
828,1020
826,1020
826,1020
820,1018
814,1018
812,1018
812,1016
806,1016
806,1016
802,1012
800,1014
796,1014
794,1010
790,1010
788,1010
784,1010
780,1008
778,1008
-inf,-inf
772,1004
768,1004
766,1002
764,1002
760,1000
758,998
754,998
752,996
750,998
746,996
744,994
740,994
736,990
734,990
732,990
728,988
722,986
720,986
718,984
716,982
712,982
710,978
708,980
702,976
700,976
696,974
696,972
690,970
690,968
686,966
684,966
680,964
676,964
676,964
670,960
668,958
666,956
662,954
660,954
656,952
652,950
650,948
648,946
646,942
642,942
640,938
636,938
632,938
628,936
628,934
624,932
622,930
618,926
616,926
612,920
608,920
604,916
602,916
598,912
596,910
594,910
592,906
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
592,914
592,914
-inf,-inf
592,918
-inf,-inf
592,922
592,922
592,924
592,924
592,926
594,930
592,928
590,930
594,934
594,934
594,934
594,936
592,938
590,936
592,938
592,940
592,940
592,944
592,946
594,944
594,944
590,948
590,948
592,948
590,948
588,948
588,950
594,954
594,954
590,952
-inf,-inf
594,958
594,958
588,954
588,956
-inf,-inf
592,960
-inf,-inf
-inf,-inf
588,958
592,962
592,960
592,962
592,960
592,962
590,964
590,962
-inf,-inf
592,966
592,966
592,962
592,966
588,966
592,968
590,966
590,966
592,968
592,968
590,966
590,968
590,966
590,966
590,966
590,966
586,966
588,968
588,968
586,966
588,968
590,968
588,966
590,968
586,966
588,966
586,966
586,964
586,964
588,964
588,964
584,962
588,962
586,964
584,962
586,962
588,960
586,960
586,964
586,960
588,960
588,962
588,960
586,958
586,960
586,960
586,956
588,958
586,954
584,954
584,954
584,952
582,956
586,954
582,950
586,952
582,948
584,950
582,946
582,946
582,946
580,944
584,944
584,944
580,940
582,940
584,940
584,938
582,940
584,936
582,936
584,934
582,932
580,932
580,932
584,930
580,928
580,926
580,926
580,924
580,922
580,920
-inf,-inf
580,918
-inf,-inf
580,916
578,914
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
580,860
578,858
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
578,848
576,844
578,844
576,842
578,838
578,836
576,834
578,830
578,830
576,828
576,824
576,822
576,822
576,820
576,816
576,814
576,810
574,810
576,808
576,804
574,802
574,800
576,796
574,794
574,790
574,788
576,786
574,784
576,780
576,778
576,778
574,772
574,770
574,768
574,764
574,760
572,758
574,756
574,752
